s_m,x_path_m,y_path_m,x_left_m,y_left_m,x_right_m,y_right_m,offset_m,curvature_1pm,speed_mps,speed_kph,gear,rpm,ax_mps2,ay_mps2,limit
764.5061512235394,155.11680818454522,-169.6522997458257,157.9205637244255,-176.0118064385453,154.6932817053255,-168.69165269909462,-2.95013456719759,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
766.4444039917048,153.37748779882332,-170.5076282017295,155.99998484197084,-176.83317966870655,152.93615634478186,-169.4431218245613,-2.8476340514584293,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
768.3851631855541,151.6187739444116,-171.32828069076368,154.06162892080732,-177.61167408091927,151.1627668849939,-170.15536139318147,-2.741555675892049,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
770.3285032555433,149.84121879878475,-172.1136896906331,152.10645313434463,-178.34690524931892,149.37398903780468,-170.82801969618538,-2.632063238242111,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
772.274494146903,148.0453965598078,-172.86329109588934,150.1354229617571,-179.0385101117264,147.57070611394798,-171.4607645703029,-2.5193205362522777,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
774.2232013478621,146.2319036766824,-173.5765251375755,148.14951171122323,-179.686147148931,145.75380858686378,-172.05328356178796,-2.40349136766621,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
776.1746859377441,144.40135904418707,-174.25283731766362,146.14970003929963,-180.28949655333477,143.92419365297624,-172.60528408071056,-2.2847395302275695,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
778.1290046348803,142.55440415959862,-174.89167935691947,144.1369754666661,-180.84826038687567,142.08276478865193,-173.11649354543943,-2.1632288216800175,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,7.105427357601002e-15,-8.480917377529927,corner
780.086209844288,140.69170324172796,-175.49251015480522,142.112331890481,-181.3621627281514,140.23043130405708,-173.5866595172449,-2.039123039767217,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
782.0463497050677,138.81394331155343,-176.05479676001318,140.07676909358827,-181.83094980867145,138.36810789413397,-174.01554982495475,-1.9125859822328288,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
784.0094681374752,136.92183423398285,-176.57801535020272,138.03129225081773,-182.25439013816958,136.49671418691833,-174.40295267960198,-1.7837814468205142,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
785.9756048896317,135.01610872032575,-177.06165221949735,135.97691143262264,-182.63227461891523,134.61717428942072,-174.74867677900755,-1.652873231273936,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
787.9447955838344,133.0975222911075,-177.5052047722837,133.91464110630048,-182.96441664896764,132.7304163312962,-175.052551402247,-1.520025133336754,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
789.9170717624418,131.16685319890667,-177.9081825218389,131.84549963504168,-183.2506522143209,130.83737200652752,-175.31442649395314,-1.385400950752632,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
791.8924609333015,129.22490231094957,-178.27010809230353,129.770508775055,-183.4908399698953,128.93897611334816,-175.53417273841487,-1.2491644812652298,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
793.870986614703,127.2724929512472,-178.59051822250495,127.69069317101736,-183.68486130933465,127.0361660926329,-175.7116816234338,-1.1114795226182097,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
795.8526683798318,125.31047070211,-178.86896477012831,125.60707985009738,-183.8326204235746,125.12988156498271,-175.8468654939087,-0.9725098725552344,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
797.837521900712,123.33970316493041,-179.10501571472594,123.52069771480214,-183.93404434815415,123.22106386673386,-175.93965759511974,-0.8324193288199648,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
799.8255589916231,121.36107968017426,-179.2982561580499,121.43257703489826,-183.98908299924562,121.31065558511969,-175.9900121056928,-0.6913716891560617,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-5.329070518200751e-15,-8.480917377529927,corner
803.1927645934494,118.0,-179.54812483350096,118.0,-184.0,118.0,-176.0,-0.4518751664990379,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
805.1978558550052,116.0,-179.6909352629752,116.0,-184.0,116.0,-176.0,-0.30906473702482185,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
807.2029723065623,114.0,-179.8340990654814,114.0,-184.0,114.0,-176.0,-0.16590093451859378,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
809.2081022967028,112.0,-179.97745243316467,112.0,-184.0,112.0,-176.0,-0.022547566835338984,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
811.2132341277852,110.0,-180.12083155816995,110.0,-184.0,110.0,-176.0,0.12083155816995461,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
813.2183560958875,108.0,-180.2640726326423,108.0,-184.0,108.0,-176.0,0.2640726326422982,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,7.105427357601002e-15,-8.480917377529927,corner
815.2234565307498,106.0,-180.4070118487267,106.0,-184.0,106.0,-176.0,0.4070118487267056,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
817.2285238357189,104.0,-180.54948539856818,104.0,-184.0,104.0,-176.0,0.5494853985681925,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
819.2335465277008,102.0,-180.69132947431177,102.0,-184.0,102.0,-176.0,0.6913294743117682,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
821.2385132771219,100.0,-180.83238026810244,100.0,-184.0,100.0,-176.0,0.8323802681024466,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
823.2434129479035,98.0,-180.97247397208525,98.0,-184.0,98.0,-176.0,0.9724739720852398,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
825.2482346374532,96.0,-181.11144677840517,96.0,-184.0,96.0,-176.0,1.1114467784051625,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
827.2529677166751,94.0,-181.24913487920722,94.0,-184.0,94.0,-176.0,1.2491348792072268,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
829.2576018700034,92.0,-181.38537446663645,92.0,-184.0,92.0,-176.0,1.385374466636443,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-7.105427357601002e-15,-8.480917377529927,corner
831.2621271354601,90.0,-181.52000173283784,90.0,-184.0,90.0,-176.0,1.5200017328378292,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
833.2665339447409,88.0,-181.6528528699564,88.0,-184.0,88.0,-176.0,1.6528528699563934,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-7.105427357601002e-15,-8.480917377529927,corner
835.2708131633312,86.0,-181.78376407013715,86.0,-184.0,86.0,-176.0,1.78376407013715,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
837.2749561306543,84.0,-181.91257152552512,84.0,-184.0,84.0,-176.0,1.912571525525113,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
839.2789547002527,82.0,-182.0391114282653,82.0,-184.0,82.0,-176.0,2.0391114282652927,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
841.2828012800051,80.0,-182.1632199705027,80.0,-184.0,80.0,-176.0,2.1632199705027046,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
843.2864888723794,78.0,-182.28473334438235,78.0,-184.0,78.0,-176.0,2.284733344382359,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
845.2900111147227,76.0,-182.40348774204926,76.0,-184.0,76.0,-176.0,2.4034877420492737,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
847.2933623195878,74.0,-182.51931935564846,74.0,-184.0,74.0,-176.0,2.519319355648455,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
849.2965375150975,72.0,-182.63206437732492,72.0,-184.0,72.0,-176.0,2.6320643773249186,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
851.299532485344,70.0,-182.74155899922368,70.0,-184.0,70.0,-176.0,2.7415589992236775,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
853.3023438108243,68.0,-182.84763941348976,68.0,-184.0,68.0,-176.0,2.8476394134897474,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
855.3049689089077,66.0,-182.95014181226813,66.0,-184.0,66.0,-176.0,2.9501418122681358,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
857.3074060743357,64.0,-183.04890238770386,64.0,-184.0,64.0,-176.0,3.04890238770386,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
859.3096545197486,61.99999999999999,-183.14375733194194,61.99999999999999,-184.0,61.99999999999999,-176.0,3.143757331941929,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
861.3117144162383,60.0,-183.23454283712735,60.0,-184.0,60.0,-176.0,3.234542837127357,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
863.3135869339166,58.0,-183.32109509540516,58.0,-184.0,58.0,-176.0,3.321095095405161,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
865.3152742825177,56.0,-183.40325029892034,56.0,-184.0,56.0,-176.0,3.403250298920346,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
867.3167797519449,54.0,-183.48084463981792,54.0,-184.0,54.0,-176.0,3.4808446398179296,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
869.3181077530522,52.0,-183.55371431024292,52.0,-184.0,52.0,-176.0,3.5537143102429294,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
871.3192638576139,50.0,-183.62169550234034,50.0,-184.0,50.0,-176.0,3.621695502340348,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
873.3202548410882,48.0,-183.6846244082552,48.0,-184.0,48.0,-176.0,3.6846244082551998,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
875.3210887157327,46.0,-183.7423372201325,46.0,-184.0,46.0,-176.0,3.7423372201325105,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
877.3217747963588,44.0,-183.79467013011728,44.0,-184.0,44.0,-176.0,3.794670130117275,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
879.3223236567147,42.0,-183.84145933035452,42.0,-184.0,42.0,-176.0,3.8414593303545193,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
881.3227474454795,40.0,-183.88254101298924,40.0,-184.0,40.0,-176.0,3.8825410129892486,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
883.3230590460977,38.0,-183.91775137016649,38.0,-184.0,38.0,-176.0,3.9177513701664815,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
885.3232748425606,36.0,-183.94692659403123,36.0,-184.0,36.0,-176.0,3.9469265940312273,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
887.3234068258413,34.0,-183.9699028767285,34.0,-184.0,34.0,-176.0,3.969902876728497,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
889.323484894414,32.0,-183.9865164104033,32.0,-184.0,32.0,-176.0,3.986516410403304,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
893.5892792128394,27.73501197260464,-183.92447242383815,27.73501197260464,-183.92447242383815,28.267950331991777,-175.94224361822916,4.000000000000001,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-7.105427357601002e-15,-8.480917377529927,corner
895.8548360339167,25.485671120176452,-183.65659156443655,25.480086830841323,-183.6982252491621,26.543595811819834,-175.7692310728887,3.9579934768017364,-0.036629322556525984,15.344054434544278,55.2385959643594,1,7435.1060809462,7.105427357601002e-15,-8.62400794044223,corner
898.1177412231568,23.277652383391512,-183.1623819202621,23.24524275296792,-183.3222636466022,24.83459739932841,-175.48173102387227,3.836866464018927,-0.037237080622138444,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.767098503354532,corner
900.3751785564139,21.13423201362574,-182.45480017269128,21.04040870111981,-182.7982579378392,23.148547830268086,-175.08102077599466,3.643957796869547,-0.0378448386877509,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.910189066266835,corner
902.6240281365243,19.076079471160032,-181.54890554705005,18.875380308930826,-182.12853617470108,21.49293788330004,-174.56888060418316,3.386606310571572,-0.03845259675336335,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-9.053279629179137,corner
904.8612124703999,17.121097843171995,-180.46146812681965,16.759776361505885,-181.3160737960981,19.875123099975085,-173.947585844075,3.0721508403429767,-0.03906035481897581,15.344054434544278,55.2385959643594,1,7435.1060809462,-8.457410416440325e-08,-9.196370192091441,corner
907.0835617800118,15.284313604994729,-179.2105678358354,14.702996061096009,-180.3644804087466,18.302291105544008,-173.2198967831592,2.707930221401736,-0.03966811288458826,15.344054410126997,55.23859587645719,1,7435.106069114576,-1.6858739115832577e-07,-9.339460725279627,corner
909.2879589323693,13.577815972402014,-177.8151896250543,12.714177268335765,-179.27798375041357,16.78142967578617,-172.38904639737507,2.3012832889658243,-0.040275870950200715,15.34405438590696,55.238595789265055,1,7435.10605737853,-8.389037375877706e-08,-9.482551257800793,corner
911.4713613056209,12.010745520133076,-176.29482036417807,10.802155904568796,-178.06141090692904,15.319295691729078,-171.45872598765163,1.859548878253218,-0.040883629015813175,15.34405438590696,55.238595789265055,1,7435.10605737853,-1.4680452764537222e-07,-9.625641819805965,corner
913.630861097131,10.58933117776905,-174.66905284641018,8.975426695628942,-176.72016686641624,13.922385120186837,-170.43306878020067,1.390065824481891,-0.04149138708142563,15.344054344811035,55.238595641319726,1,7435.1060374651115,-2.920019248620065e-07,-9.768732329484015,corner
915.7637310518812,9.316974163591311,-172.95720216807183,7.242105431484148,-175.2602105060175,12.596904153487877,-169.31663156342515,0.9001729628698194,-0.04209914514703808,15.344054304221883,55.23859549519878,1,7435.106017797257,-1.4499724088068433e-07,-9.911822838283832,corner
917.8674752620724,8.194376885227127,-171.1779395453489,5.60989290941623,-173.68802811780364,11.348741636612411,-168.1143744430263,0.3972091286349766,-0.04270690321265054,15.344054304221883,55.23859549519878,1,7435.106017797257,-1.470965642624833e-07,-10.0549133987655,corner
919.9398815821369,7.219714327578187,-169.34894838017655,4.0860407209294465,-172.0106045914844,10.183442904240167,-166.83163880525277,-0.11148684300466272,-0.04331466127826299,15.344054264783372,55.23859535322014,1,7435.105998686955,-1.4482174393037894e-07,-10.198003906823722,corner
921.9790793196804,6.388844968377144,-167.48660708871557,2.677319034390012,-170.23539238195036,9.106185143945302,-165.47412358619732,-0.6185761168311208,-0.043922419343875446,15.344054264783372,55.23859535322014,1,7435.105998686955,3.552713678800501e-15,-10.341094466569823,corner
923.9836038119198,5.695557814114544,-165.60570286195988,1.3899865165315162,-168.37027839951674,8.121754394994687,-164.04785995257163,-1.1167198576264257,-0.044530177409487906,15.344054264783372,55.23859535322014,1,7435.105998686955,-8.505016779736252e-08,-10.484185026315926,corner
925.9524700962041,5.131851738125955,-163.71918014205784,0.22976252645913542,-166.42354896996943,7.234524284939338,-162.5591845064472,-1.5985792301726,-0.04513793547510036,15.344054243151147,55.23859527534413,1,7435.105988204857,-8.351423019803406e-08,-10.627275556097116,corner
927.8852576216972,4.6882429321063634,-161.83792717359907,-0.7981982943109633,-164.40385302008812,6.448436598468084,-161.01471113300855,-2.056815399251671,-0.04574569354071281,15.344054243151147,55.23859527534413,1,7435.105988204857,0.0,-10.770366115439755,corner
929.782207573212,4.354095955654902,-159.97060353041877,-1.6893289228857022,-162.3201636522069,5.7669837648521085,-159.4213016163935,-2.4840895296456598,-0.04635345160632527,15.344054243151147,55.23859527534413,1,7435.105988204857,0.0,-10.913456674782397,corner
931.6443340244191,4.1179735886982325,-158.12351102969433,-2.439670245358031,-160.18173827852758,5.193193341785033,-157.78603515416813,-2.8730627861365985,-0.046961209671937724,15.344054243151147,55.23859527534413,1,7435.105988204857,-8.504527926334049e-08,-11.056547234125036,corner
933.4735477686434,3.9680004614415996,-156.30050993081497,-3.0458886463526342,-157.99807749230163,4.729614564553867,-156.11617690587772,-3.2163963335065224,-0.04756896773755018,15.344054223053305,55.2385952029919,1,7435.105978466258,-8.359750580666514e-08,-11.199637764128813,corner
935.2727935760477,3.8922352580736668,-154.50298178147438,-3.5052908196076493,-155.7788828586082,4.378307020300033,-154.41914571540627,-3.5067513365374223,-0.04817672580316264,15.344054223053305,55.2385952029919,1,7435.105978466258,-7.105427357601002e-15,-11.34272832309661,corner
937.0461868192367,3.8790461655833237,-152.72983972263117,-3.815835733791921,-153.53401381225393,4.140831497688531,-152.7024811505471,-3.7367889600113413,-0.04878448386877509,15.344054223053305,55.2385952029919,1,7435.105978466258,0.0,-11.485818882064406,corner
938.7991663711571,3.9174841690512525,-150.9775865025247,-3.9761437003961806,-151.27344385429012,4.018243052638214,-150.97381000622187,-3.899170368710304,-0.04939224193438754,15.344054223053305,55.2385952029919,1,7435.105978466258,-3.552713678800501e-15,-11.628909441032201,corner
941.7234412413675,4.000000000000001,-148.0,-4.0,-148.0,4.0,-148.0,-4.000000000000001,-0.05,15.344054223053305,55.2385952029919,1,7435.105978466258,1.000963862907156e-07,-11.771999999999998,corner
943.724378194117,3.955946412427058,-146.0,-4.0,-146.0,4.0,-146.0,-3.955946412427058,-0.04831919241285809,15.344054245037896,55.23859528213642,1,7435.105989119098,1.512016557970945,-11.3762706942826,corner
945.728743214471,3.829045779567684,-144.0,-4.0,-144.0,4.0,-144.0,-3.829045779567684,-0.04663838482571618,15.734449998140505,56.64401999330582,1,7624.275927889262,2.660664088019825,-11.546400963530907,corner
947.7391498672005,3.6271882962110635,-142.0,-4.0,-142.0,4.0,-142.0,-3.6271882962110635,-0.04495757723857427,16.024826395441945,57.689375023591005,1,7764.980545860288,2.2974066509584183,-11.544883789574097,corner
949.7573032890288,3.3582641571463805,-140.0,-4.0,-140.0,4.0,-140.0,-3.3582641571463805,-0.04327676965143236,16.312066585610495,58.72343970819778,1,7904.165485129421,2.373094034056731,-11.515235042672206,corner
951.7841142018306,3.030163557162818,-138.0,-4.0,-138.0,4.0,-138.0,-3.030163557162818,-0.04159596206429045,16.613118809595615,59.80722771454422,1,8050.043175461053,2.5246257643220034,-11.4803073568407,corner
953.8197901510847,2.650776691049561,-136.0,-4.0,-136.0,4.0,-136.0,-2.650776691049561,-0.03991515447714854,16.92923076837107,60.94523076613586,1,8203.21820211241,2.690749662019776,-11.439637546699528,corner
955.8639433868884,2.227993753595792,-134.0,-4.0,-134.0,4.0,-134.0,-2.227993753595792,-0.038234346890006626,17.261351370982943,62.140864935538595,1,8364.150367898252,2.871859863896347,-11.392086195918171,corner
957.9156897195853,1.7697049395906967,-132.0,-4.0,-132.0,4.0,-132.0,-1.7697049395906967,-0.036553539302864715,17.61043508509573,63.39756630634463,1,8533.302169114235,3.069719614259121,-11.336254977926636,corner
959.9737463089542,1.283800443823457,-130.0,-4.0,-130.0,4.0,-130.0,-1.283800443823457,-0.034872731715722805,17.97745100988561,64.7188236355882,1,8711.1431918928,3.2862135549611224,-11.270474391399269,corner
962.0365249481199,0.778170461083258,-128.0,-4.0,-128.0,4.0,-128.0,-0.778170461083258,-0.033191924128580894,18.36337250629703,66.1081410226693,1,8898.145087446335,3.5232447995145293,-11.192763241065432,corner
964.102222130736,0.2607051861592824,-126.0,-4.0,-126.0,4.0,-126.0,-0.2607051861592824,-0.03151111654143898,18.76916228153744,67.56898421353479,1,9094.774344618634,3.7826866718757444,-11.100781913014352,corner
966.168906319098,-0.2607051861592833,-124.0,-4.0,-124.0,4.0,-124.0,0.2607051861592833,-0.029830308954297072,19.195754549516586,69.10471637825971,1,9301.48364555775,4.066328968515826,-10.991782535545578,corner
968.2346035036895,-0.7781704610832572,-122.0,-4.0,-122.0,4.0,-122.0,0.7781704610832572,-0.02814950136715516,19.644035033938273,70.71852612217779,1,9518.702176025781,4.375811168545894,-10.862557947983547,corner
970.2973821352132,-1.2838004438234574,-120.0,-4.0,-120.0,4.0,-120.0,1.2838004438234574,-0.02646869378001325,20.11481966692127,72.41335080091658,1,9746.825303615029,4.7125401419094715,-10.709391527656154,corner
972.3554387517804,-1.7697049395906959,-118.0,-4.0,-118.0,4.0,-118.0,1.7697049395906959,-0.02478788619287134,20.608833168856865,74.19179940788472,1,9986.204198416244,5.077591215057197,-10.528010288953602,corner
974.407184990108,-2.2279937535957925,-116.0,-4.0,-116.0,4.0,-116.0,2.2279937535957925,-0.023107078605729428,21.126688817536877,76.05607974313276,1,10237.136029959072,5.471592090755671,-10.313543690585837,corner
976.4513385448182,-2.6507766910495594,-114.0,-4.0,-114.0,4.0,-114.0,2.6507766910495594,-0.021426271018587517,21.668871392192827,78.00793701189419,1,10499.85570258563,5.8945898273789865,-10.06049102434067,corner
978.4870134533124,-3.030163557162819,-112.0,-4.0,-112.0,4.0,-112.0,3.030163557162819,-0.019745463431445606,22.235723390199837,80.04860420471941,1,10774.529176624537,6.345900485458486,-9.762698041267072,corner
980.5138275972834,-3.3582641571463787,-110.0,-4.0,-110.0,4.0,-110.0,3.3582641571463787,-0.018064655844303695,22.827440649811273,82.17878633932058,1,11061.251347345806,6.823944465929351,-9.41334848540601,corner
982.5319717778111,-3.627188296211064,-108.0,-4.0,-108.0,4.0,-108.0,3.627188296211064,-0.016383848257161784,23.444061605777613,84.3986217807994,1,11360.040838669738,7.3260564908836585,-9.004956617135484,corner
984.5424012056642,-3.829045779567683,-106.0,-4.0,-106.0,4.0,-106.0,3.829045779567683,-0.014703040670019873,24.085498557930585,86.7077948085501,1,11670.855154653867,7.848299543326874,-8.529399166383964,corner
986.5467327097914,-3.9559464124270596,-104.0,-4.0,-104.0,4.0,-104.0,3.9559464124270596,-0.013022233082877963,24.751477494367503,89.10531897972301,1,11993.56152025021,8.385199315233692,-7.977884074921429,corner
988.5476207792921,-4.000000000000001,-102.0,-4.0,-102.0,4.0,-102.0,4.000000000000001,-0.011341425495736052,25.4416318445477,91.58987464037172,1,12327.982310251055,8.929595408353592,-7.341039684636544,corner
990.5476437591841,-4.0,-100.0,-4.0,-100.0,4.0,-100.0,4.0,0.0030391072402110144,26.155070768240424,94.15825476566553,1,12673.68585963298,9.506335747477294,2.0790159637359533,corner
992.5476454090815,-4.0,-98.0,-4.0,-98.0,4.0,-98.0,4.0,-0.0008143298213884022,26.8947533779853,96.82111216074708,1,13032.10603424491,9.809999999999988,-0.5890273650056284,wheelie
994.5476455275389,-4.0,-96.0,-4.0,-96.0,4.0,-96.0,4.0,0.00021819908516682458,27.61462948487242,99.41266614554071,1,13380.928781366718,9.80999999999996,0.16639158795594972,wheelie
996.5476455360438,-4.0,-94.0,-4.0,-94.0,4.0,-94.0,4.0,-5.84662699515468e-05,28.316210229365996,101.93835682571759,1,13720.88633834171,9.809999999999988,-0.04687870904793451,wheelie
998.5476455366544,-4.0,-92.0,-4.0,-92.0,4.0,-92.0,4.0,1.566598984283015e-05,29.000823467026443,104.4029644812952,1,14052.62213008694,9.810000000000002,0.013175845693155419,wheelie
1000.5476455366983,-4.0,-90.0,-4.0,-90.0,4.0,-90.0,4.0,-4.197689327498632e-06,29.669643775524044,106.81071759188656,1,14376.705309274288,9.810000000000002,-0.003695174542694864,wheelie
1002.5476455367015,-4.0,-88.0,-4.0,-88.0,4.0,-88.0,4.0,1.1247674653891988e-06,30.323716160235954,109.16537817684943,1,14693.642243100732,9.810000000000016,0.0010342549099571713,wheelie
1004.5476455367017,-4.0,-86.0,-4.0,-86.0,4.0,-86.0,4.0,-3.013805340240135e-07,30.963975225519086,111.47031081186871,1,15003.885802909173,9.810000000000016,-0.0002889539400462139,wheelie
1006.5476455367017,-4.0,-84.0,-4.0,-84.0,4.0,-84.0,4.0,8.075467070619832e-08,31.59126084483745,113.72853904141482,1,15307.842957296223,9.81000000000003,8.059378816368856e-05,wheelie
1008.5476455367017,-4.0,-82.0,-4.0,-82.0,4.0,-82.0,4.0,-2.163814880076714e-08,32.20633108204907,115.94279189537664,1,15605.881033243455,9.810000000000016,-2.244412141236749e-05,wheelie
1010.5476455367017,-4.0,-80.0,-4.0,-80.0,4.0,-80.0,4.0,5.797924496870025e-09,32.809872931277255,118.11554255259811,1,15898.332920223173,9.810000000000002,6.2413947645271215e-06,wheelie
1012.5476455367017,-4.0,-78.0,-4.0,-78.0,4.0,-78.0,4.0,-1.5535491867129462e-09,33.402511309279724,120.24904071340701,2,12532.327857170398,9.809999999999974,-1.733337956885495e-06,wheelie
1014.5476455367017,-4.0,-76.0,-4.0,-76.0,4.0,-76.0,4.0,4.1627224998176144e-10,33.98481663576486,122.34533988875349,2,12750.803683640996,9.809999999999974,4.807810288469649e-07,wheelie
1016.5476455367017,-4.0,-74.0,-4.0,-74.0,4.0,-74.0,4.0,-1.1153981321409939e-10,34.55731126355984,124.40632054881543,2,12965.598622427595,9.810000000000002,-1.3320171068626978e-07,wheelie
